"Plot Title: 10720196"
"#","Date Time, GMT+02:00","Low Range, μS/cm (LGR S/N: 10720196, SEN S/N: 10720196)","Temp, °C (LGR S/N: 10720196, SEN S/N: 10720196)"
567,07/22/16 07:13:45 em,31.6,14.33
568,07/22/16 07:13:46 em,31.7,14.33
569,07/22/16 07:13:47 em,31.7,14.33
570,07/22/16 07:13:48 em,31.7,14.33
571,07/22/16 07:13:49 em,31.7,14.33
572,07/22/16 07:13:50 em,31.7,14.32
573,07/22/16 07:13:51 em,31.6,14.31
574,07/22/16 07:13:52 em,31.5,14.29
575,07/22/16 07:13:53 em,31.5,14.29
576,07/22/16 07:13:54 em,31.6,14.28
577,07/22/16 07:13:55 em,31.5,14.27
578,07/22/16 07:13:56 em,31.5,14.25
579,07/22/16 07:13:57 em,31.5,14.24
580,07/22/16 07:13:58 em,31.4,14.22
581,07/22/16 07:13:59 em,31.3,14.19
582,07/22/16 07:14:00 em,31.3,14.16
583,07/22/16 07:14:01 em,31.3,14.14
584,07/22/16 07:14:02 em,31.3,14.11
585,07/22/16 07:14:03 em,31.3,14.10
586,07/22/16 07:14:04 em,31.3,14.09
587,07/22/16 07:14:05 em,31.3,14.06
588,07/22/16 07:14:06 em,31.2,14.05
589,07/22/16 07:14:07 em,31.3,14.05
590,07/22/16 07:14:08 em,31.3,14.04
591,07/22/16 07:14:09 em,31.1,14.02
592,07/22/16 07:14:10 em,31.1,14.01
593,07/22/16 07:14:11 em,31.2,14.01
594,07/22/16 07:14:12 em,31.1,14.00
595,07/22/16 07:14:13 em,31.1,13.98
596,07/22/16 07:14:14 em,31.1,13.97
597,07/22/16 07:14:15 em,31.1,13.96
598,07/22/16 07:14:16 em,31.1,13.94
599,07/22/16 07:14:17 em,31.1,13.94
600,07/22/16 07:14:18 em,31.1,13.93
601,07/22/16 07:14:19 em,31.1,13.92
602,07/22/16 07:14:20 em,31.1,13.89
603,07/22/16 07:14:21 em,31.0,13.89
604,07/22/16 07:14:22 em,30.1,13.49
605,07/22/16 07:14:23 em,17.5,13.32
606,07/22/16 07:14:24 em,18.0,13.47
607,07/22/16 07:14:25 em,19.3,12.91
608,07/22/16 07:14:26 em,19.9,13.21
609,07/22/16 07:14:27 em,30.2,12.57
610,07/22/16 07:14:28 em,30.2,12.67
611,07/22/16 07:14:29 em,30.0,12.57
612,07/22/16 07:14:30 em,30.1,12.60
613,07/22/16 07:14:31 em,30.3,12.64
614,07/22/16 07:14:32 em,30.2,12.67
615,07/22/16 07:14:33 em,30.3,12.64
616,07/22/16 07:14:34 em,30.3,12.60
617,07/22/16 07:14:35 em,23.1,12.34
618,07/22/16 07:14:36 em,17.4,12.55
619,07/22/16 07:14:37 em,17.5,12.72
620,07/22/16 07:14:38 em,17.5,12.85
621,07/22/16 07:14:39 em,17.6,12.96
622,07/22/16 07:14:40 em,17.8,13.04
623,07/22/16 07:14:41 em,31.2,12.30
624,07/22/16 07:14:42 em,31.3,12.39
625,07/22/16 07:14:43 em,31.3,12.43
626,07/22/16 07:14:44 em,31.2,12.42
627,07/22/16 07:14:45 em,31.1,12.34
628,07/22/16 07:14:46 em,30.6,12.28
629,07/22/16 07:14:47 em,30.4,12.26
630,07/22/16 07:14:48 em,30.2,12.23
631,07/22/16 07:14:49 em,30.1,12.28
632,07/22/16 07:14:50 em,29.7,12.15
633,07/22/16 07:14:51 em,29.6,12.12
634,07/22/16 07:14:52 em,28.1,12.03
635,07/22/16 07:14:53 em,14.0,12.26
636,07/22/16 07:14:54 em,14.1,12.38
637,07/22/16 07:14:55 em,14.2,12.48
638,07/22/16 07:14:56 em,29.7,12.01
639,07/22/16 07:14:57 em,29.7,12.10
640,07/22/16 07:14:58 em,29.5,12.08
641,07/22/16 07:14:59 em,29.3,12.02
642,07/22/16 07:15:00 em,29.3,12.02
643,07/22/16 07:15:01 em,29.3,11.97
644,07/22/16 07:15:02 em,29.1,11.94
645,07/22/16 07:15:03 em,29.1,12.02
646,07/22/16 07:15:04 em,29.1,12.06
647,07/22/16 07:15:05 em,29.0,11.97
648,07/22/16 07:15:06 em,12.6,11.92
649,07/22/16 07:15:07 em,14.7,12.08
650,07/22/16 07:15:08 em,14.9,12.20
651,07/22/16 07:15:09 em,14.9,12.28
652,07/22/16 07:15:10 em,15.1,12.35
653,07/22/16 07:15:11 em,29.3,11.99
654,07/22/16 07:15:12 em,29.1,11.95
655,07/22/16 07:15:13 em,29.1,11.98
656,07/22/16 07:15:14 em,29.1,11.98
657,07/22/16 07:15:15 em,29.1,11.99
658,07/22/16 07:15:16 em,29.2,12.03
659,07/22/16 07:15:17 em,29.2,12.06
660,07/22/16 07:15:18 em,29.2,12.07
661,07/22/16 07:15:19 em,29.3,12.10
662,07/22/16 07:15:20 em,29.2,12.12
663,07/22/16 07:15:21 em,29.2,12.12
664,07/22/16 07:15:22 em,29.0,12.02
665,07/22/16 07:15:23 em,29.1,12.03
666,07/22/16 07:15:24 em,29.0,11.95
667,07/22/16 07:15:25 em,29.0,11.92
668,07/22/16 07:15:26 em,29.0,11.95
669,07/22/16 07:15:27 em,29.0,11.90
670,07/22/16 07:15:28 em,29.0,11.89
671,07/22/16 07:15:29 em,29.0,11.85
672,07/22/16 07:15:30 em,29.0,11.85
673,07/22/16 07:15:31 em,29.0,11.88
674,07/22/16 07:15:32 em,29.0,11.90
675,07/22/16 07:15:33 em,29.0,11.89
676,07/22/16 07:15:34 em,29.0,11.90
677,07/22/16 07:15:35 em,29.0,11.93
678,07/22/16 07:15:36 em,29.0,11.93
679,07/22/16 07:15:37 em,29.0,11.94
680,07/22/16 07:15:38 em,29.0,11.94
681,07/22/16 07:15:39 em,14.0,11.92
682,07/22/16 07:15:40 em,14.1,12.02
683,07/22/16 07:15:41 em,14.3,12.08
684,07/22/16 07:15:42 em,29.0,11.90
685,07/22/16 07:15:43 em,29.0,11.88
686,07/22/16 07:15:44 em,28.9,11.89
687,07/22/16 07:15:45 em,28.9,11.89
688,07/22/16 07:15:46 em,28.9,11.90
689,07/22/16 07:15:47 em,28.8,11.88
690,07/22/16 07:15:48 em,28.9,11.89
691,07/22/16 07:15:49 em,28.9,11.93
692,07/22/16 07:15:50 em,29.0,11.94
693,07/22/16 07:15:51 em,28.9,11.89
694,07/22/16 07:15:52 em,29.0,11.92
695,07/22/16 07:15:53 em,29.0,11.95
696,07/22/16 07:15:54 em,29.0,11.98
697,07/22/16 07:15:55 em,29.0,11.99
698,07/22/16 07:15:56 em,29.0,12.01
699,07/22/16 07:15:57 em,29.0,12.02
700,07/22/16 07:15:58 em,29.0,12.01
701,07/22/16 07:15:59 em,29.0,12.02
702,07/22/16 07:16:00 em,29.1,12.03
703,07/22/16 07:16:01 em,29.0,12.04
704,07/22/16 07:16:02 em,29.0,12.06
705,07/22/16 07:16:03 em,29.0,12.04
706,07/22/16 07:16:04 em,29.0,12.06
707,07/22/16 07:16:05 em,29.0,12.07
708,07/22/16 07:16:06 em,29.1,12.07
709,07/22/16 07:16:07 em,29.1,12.08
710,07/22/16 07:16:08 em,29.1,12.08
711,07/22/16 07:16:09 em,29.0,12.10
712,07/22/16 07:16:10 em,29.1,12.10
713,07/22/16 07:16:11 em,29.1,12.10
714,07/22/16 07:16:12 em,29.1,12.11
715,07/22/16 07:16:13 em,29.0,12.12
716,07/22/16 07:16:14 em,29.1,12.11
717,07/22/16 07:16:15 em,29.0,12.11
718,07/22/16 07:16:16 em,29.1,12.12
719,07/22/16 07:16:17 em,29.0,12.12
720,07/22/16 07:16:18 em,29.0,12.12
721,07/22/16 07:16:19 em,29.1,12.14
722,07/22/16 07:16:20 em,29.1,12.15
723,07/22/16 07:16:21 em,29.1,12.14
724,07/22/16 07:16:22 em,29.1,12.15
725,07/22/16 07:16:23 em,29.1,12.15
726,07/22/16 07:16:24 em,29.1,12.16
727,07/22/16 07:16:25 em,29.1,12.16
728,07/22/16 07:16:26 em,29.1,12.16
729,07/22/16 07:16:27 em,29.1,12.17
730,07/22/16 07:16:28 em,29.1,12.17
731,07/22/16 07:16:29 em,29.1,12.19
732,07/22/16 07:16:30 em,29.1,12.19
733,07/22/16 07:16:31 em,29.1,12.19
734,07/22/16 07:16:32 em,29.1,12.20
735,07/22/16 07:16:33 em,29.1,12.20
736,07/22/16 07:16:34 em,29.2,12.20
737,07/22/16 07:16:35 em,29.2,12.21
738,07/22/16 07:16:36 em,29.2,12.21
739,07/22/16 07:16:37 em,29.1,12.21
740,07/22/16 07:16:38 em,29.1,12.21
741,07/22/16 07:16:39 em,29.1,12.21
742,07/22/16 07:16:40 em,29.2,12.21
743,07/22/16 07:16:41 em,29.2,12.23
744,07/22/16 07:16:42 em,29.2,12.23
745,07/22/16 07:16:43 em,29.1,12.23
746,07/22/16 07:16:44 em,29.2,12.23
747,07/22/16 07:16:45 em,29.2,12.23
748,07/22/16 07:16:46 em,29.2,12.23
749,07/22/16 07:16:47 em,29.2,12.24
750,07/22/16 07:16:48 em,29.2,12.24
751,07/22/16 07:16:49 em,29.2,12.24
752,07/22/16 07:16:50 em,29.2,12.25
753,07/22/16 07:16:51 em,29.2,12.25
754,07/22/16 07:16:52 em,29.2,12.25
755,07/22/16 07:16:53 em,29.1,12.25
756,07/22/16 07:16:54 em,29.2,12.25
757,07/22/16 07:16:55 em,29.2,12.25
758,07/22/16 07:16:56 em,29.1,12.25
759,07/22/16 07:16:57 em,29.2,12.25
760,07/22/16 07:16:58 em,29.2,12.25
761,07/22/16 07:16:59 em,29.2,12.25
762,07/22/16 07:17:00 em,29.1,12.25
763,07/22/16 07:17:01 em,29.2,12.25
764,07/22/16 07:17:02 em,29.2,12.25
765,07/22/16 07:17:03 em,29.2,12.25
766,07/22/16 07:17:04 em,29.2,12.25
767,07/22/16 07:17:05 em,29.2,12.25
768,07/22/16 07:17:06 em,29.3,12.28
769,07/22/16 07:17:07 em,29.2,12.26
770,07/22/16 07:17:08 em,29.2,12.28
771,07/22/16 07:17:09 em,29.2,12.28
772,07/22/16 07:17:10 em,29.2,12.28
773,07/22/16 07:17:11 em,29.2,12.28
774,07/22/16 07:17:12 em,29.2,12.28
775,07/22/16 07:17:13 em,29.2,12.28
776,07/22/16 07:17:14 em,29.2,12.28
777,07/22/16 07:17:15 em,29.2,12.28
778,07/22/16 07:17:16 em,29.2,12.28
779,07/22/16 07:17:17 em,29.2,12.28
780,07/22/16 07:17:18 em,29.2,12.28
781,07/22/16 07:17:19 em,29.2,12.28
782,07/22/16 07:17:20 em,29.3,12.28
783,07/22/16 07:17:21 em,29.2,12.28
784,07/22/16 07:17:22 em,29.2,12.28
785,07/22/16 07:17:23 em,29.2,12.26
786,07/22/16 07:17:24 em,29.2,12.25
787,07/22/16 07:17:25 em,29.2,12.25
788,07/22/16 07:17:26 em,29.2,12.23
789,07/22/16 07:17:27 em,29.2,12.23
790,07/22/16 07:17:28 em,29.2,12.21
791,07/22/16 07:17:29 em,29.2,12.19
792,07/22/16 07:17:30 em,29.2,12.19
793,07/22/16 07:17:31 em,29.2,12.17
794,07/22/16 07:17:32 em,29.1,12.16
795,07/22/16 07:17:33 em,29.1,12.16
796,07/22/16 07:17:34 em,29.1,12.15
797,07/22/16 07:17:35 em,29.1,12.15
798,07/22/16 07:17:36 em,29.1,12.15
799,07/22/16 07:17:37 em,29.1,12.15
800,07/22/16 07:17:38 em,29.1,12.15
801,07/22/16 07:17:39 em,29.1,12.15
802,07/22/16 07:17:40 em,29.1,12.14
803,07/22/16 07:17:41 em,29.1,12.14
804,07/22/16 07:17:42 em,29.1,12.14
805,07/22/16 07:17:43 em,29.0,12.14
806,07/22/16 07:17:44 em,29.1,12.14
807,07/22/16 07:17:45 em,29.1,12.12
808,07/22/16 07:17:46 em,29.0,12.12
809,07/22/16 07:17:47 em,29.1,12.12
810,07/22/16 07:17:48 em,29.1,12.12
811,07/22/16 07:17:49 em,29.1,12.12
812,07/22/16 07:17:50 em,29.1,12.12
813,07/22/16 07:17:51 em,29.1,12.11
814,07/22/16 07:17:52 em,29.1,12.11
815,07/22/16 07:17:53 em,29.1,12.11
816,07/22/16 07:17:54 em,29.1,12.11
817,07/22/16 07:17:55 em,29.1,12.12
818,07/22/16 07:17:56 em,29.1,12.11
819,07/22/16 07:17:57 em,29.1,12.11
820,07/22/16 07:17:58 em,29.1,12.11
821,07/22/16 07:17:59 em,29.0,12.11
822,07/22/16 07:18:00 em,29.1,12.11
823,07/22/16 07:18:01 em,29.0,12.11
824,07/22/16 07:18:02 em,29.1,12.11
825,07/22/16 07:18:03 em,29.1,12.11
826,07/22/16 07:18:04 em,29.1,12.12
827,07/22/16 07:18:05 em,29.1,12.11
828,07/22/16 07:18:06 em,29.1,12.12
829,07/22/16 07:18:07 em,29.1,12.11
830,07/22/16 07:18:08 em,29.1,12.12
831,07/22/16 07:18:09 em,29.0,12.12
832,07/22/16 07:18:10 em,29.1,12.12
833,07/22/16 07:18:11 em,29.1,12.11
834,07/22/16 07:18:12 em,29.0,12.11
835,07/22/16 07:18:13 em,29.1,12.11
836,07/22/16 07:18:14 em,29.0,12.11
837,07/22/16 07:18:15 em,29.1,12.11
838,07/22/16 07:18:16 em,29.1,12.11
839,07/22/16 07:18:17 em,29.1,12.11
840,07/22/16 07:18:18 em,29.1,12.11
841,07/22/16 07:18:19 em,29.1,12.11
842,07/22/16 07:18:20 em,29.1,12.12
843,07/22/16 07:18:21 em,29.0,12.12
844,07/22/16 07:18:22 em,29.1,12.12
845,07/22/16 07:18:23 em,29.1,12.12
846,07/22/16 07:18:24 em,29.1,12.12
847,07/22/16 07:18:25 em,29.0,12.12
848,07/22/16 07:18:26 em,29.1,12.12
849,07/22/16 07:18:27 em,29.1,12.14
850,07/22/16 07:18:28 em,29.1,12.12
851,07/22/16 07:18:29 em,29.1,12.12
852,07/22/16 07:18:30 em,29.1,12.14
853,07/22/16 07:18:31 em,29.1,12.14
854,07/22/16 07:18:32 em,29.1,12.14
855,07/22/16 07:18:33 em,29.1,12.15
856,07/22/16 07:18:34 em,29.1,12.15
857,07/22/16 07:18:35 em,29.1,12.14
858,07/22/16 07:18:36 em,29.1,12.15
859,07/22/16 07:18:37 em,29.1,12.14
860,07/22/16 07:18:38 em,29.1,12.14
861,07/22/16 07:18:39 em,29.1,12.15
862,07/22/16 07:18:40 em,29.1,12.15
863,07/22/16 07:18:41 em,29.1,12.15
864,07/22/16 07:18:42 em,29.1,12.16
865,07/22/16 07:18:43 em,29.1,12.15
866,07/22/16 07:18:44 em,29.1,12.16
867,07/22/16 07:18:45 em,29.1,12.15
868,07/22/16 07:18:46 em,29.1,12.14
869,07/22/16 07:18:47 em,29.1,12.14
870,07/22/16 07:18:48 em,29.1,12.14
871,07/22/16 07:18:49 em,29.1,12.14
872,07/22/16 07:18:50 em,29.1,12.12
873,07/22/16 07:18:51 em,29.1,12.12
874,07/22/16 07:18:52 em,29.1,12.12
875,07/22/16 07:18:53 em,29.1,12.12
876,07/22/16 07:18:54 em,29.0,12.11
877,07/22/16 07:18:55 em,29.1,12.11
878,07/22/16 07:18:56 em,29.1,12.10
879,07/22/16 07:18:57 em,29.0,12.10
880,07/22/16 07:18:58 em,29.1,12.10
881,07/22/16 07:18:59 em,29.0,12.10
882,07/22/16 07:19:00 em,29.0,12.08
883,07/22/16 07:19:01 em,29.0,12.08
884,07/22/16 07:19:02 em,29.1,12.08
885,07/22/16 07:19:03 em,29.1,12.10
886,07/22/16 07:19:04 em,29.1,12.08
887,07/22/16 07:19:05 em,29.0,12.08
888,07/22/16 07:19:06 em,29.1,12.08
889,07/22/16 07:19:07 em,29.0,12.08
890,07/22/16 07:19:08 em,29.1,12.10
891,07/22/16 07:19:09 em,29.0,12.10
892,07/22/16 07:19:10 em,29.1,12.10
893,07/22/16 07:19:11 em,29.1,12.10
894,07/22/16 07:19:12 em,29.1,12.08
895,07/22/16 07:19:13 em,29.0,12.08
896,07/22/16 07:19:14 em,29.0,12.07
897,07/22/16 07:19:15 em,29.1,12.06
898,07/22/16 07:19:16 em,29.1,12.06
899,07/22/16 07:19:17 em,29.1,12.06
900,07/22/16 07:19:18 em,29.0,12.06
901,07/22/16 07:19:19 em,29.0,12.06
902,07/22/16 07:19:20 em,29.0,12.04
903,07/22/16 07:19:21 em,29.0,12.04
904,07/22/16 07:19:22 em,29.0,12.04
905,07/22/16 07:19:23 em,29.0,12.04
906,07/22/16 07:19:24 em,29.0,12.04
907,07/22/16 07:19:25 em,29.1,12.04
908,07/22/16 07:19:26 em,29.1,12.04
909,07/22/16 07:19:27 em,29.1,12.04
910,07/22/16 07:19:28 em,29.0,12.04
911,07/22/16 07:19:29 em,29.1,12.06
912,07/22/16 07:19:30 em,29.0,12.06
913,07/22/16 07:19:31 em,29.0,12.06
914,07/22/16 07:19:32 em,29.1,12.04
915,07/22/16 07:19:33 em,29.0,12.03
916,07/22/16 07:19:34 em,29.0,12.03
917,07/22/16 07:19:35 em,29.1,12.03
918,07/22/16 07:19:36 em,29.0,12.02
919,07/22/16 07:19:37 em,29.0,12.01
920,07/22/16 07:19:38 em,29.0,12.01
921,07/22/16 07:19:39 em,29.0,12.01
922,07/22/16 07:19:40 em,29.0,12.01
923,07/22/16 07:19:41 em,29.0,11.99
924,07/22/16 07:19:42 em,29.0,12.01
925,07/22/16 07:19:43 em,29.1,11.99
926,07/22/16 07:19:44 em,29.0,11.99
927,07/22/16 07:19:45 em,29.0,11.99
928,07/22/16 07:19:46 em,29.0,11.98
929,07/22/16 07:19:47 em,29.0,11.98
930,07/22/16 07:19:48 em,29.0,11.97
931,07/22/16 07:19:49 em,29.0,11.97
932,07/22/16 07:19:50 em,29.0,11.95
933,07/22/16 07:19:51 em,29.0,11.95
934,07/22/16 07:19:52 em,29.0,11.95
935,07/22/16 07:19:53 em,28.9,11.94
936,07/22/16 07:19:54 em,29.0,11.93
937,07/22/16 07:19:55 em,29.0,11.93
938,07/22/16 07:19:56 em,29.0,11.93
939,07/22/16 07:19:57 em,29.0,11.93
940,07/22/16 07:19:58 em,28.9,11.93
941,07/22/16 07:19:59 em,29.0,11.92
942,07/22/16 07:20:00 em,29.0,11.90
943,07/22/16 07:20:01 em,28.9,11.90
944,07/22/16 07:20:02 em,28.9,11.90
945,07/22/16 07:20:03 em,28.9,11.90
946,07/22/16 07:20:04 em,28.9,11.89
947,07/22/16 07:20:05 em,28.9,11.88
948,07/22/16 07:20:06 em,28.9,11.88
949,07/22/16 07:20:07 em,28.9,11.88
950,07/22/16 07:20:08 em,28.9,11.88
951,07/22/16 07:20:09 em,28.9,11.88
952,07/22/16 07:20:10 em,28.9,11.88
953,07/22/16 07:20:11 em,28.8,11.88
954,07/22/16 07:20:12 em,28.9,11.88
955,07/22/16 07:20:13 em,28.8,11.86
956,07/22/16 07:20:14 em,28.9,11.88
957,07/22/16 07:20:15 em,28.9,11.86
958,07/22/16 07:20:16 em,28.9,11.86
959,07/22/16 07:20:17 em,28.9,11.86
960,07/22/16 07:20:18 em,28.9,11.86
961,07/22/16 07:20:19 em,28.9,11.85
962,07/22/16 07:20:20 em,28.8,11.85
963,07/22/16 07:20:21 em,28.9,11.85
964,07/22/16 07:20:22 em,28.9,11.85
965,07/22/16 07:20:23 em,28.8,11.85
966,07/22/16 07:20:24 em,28.9,11.85
967,07/22/16 07:20:25 em,28.9,11.85
968,07/22/16 07:20:26 em,28.8,11.85
969,07/22/16 07:20:27 em,28.9,11.85
970,07/22/16 07:20:28 em,28.9,11.86
971,07/22/16 07:20:29 em,28.9,11.86
972,07/22/16 07:20:30 em,28.9,11.86
973,07/22/16 07:20:31 em,28.9,11.86
974,07/22/16 07:20:32 em,28.9,11.86
975,07/22/16 07:20:33 em,28.9,11.86
976,07/22/16 07:20:34 em,28.9,11.86
977,07/22/16 07:20:35 em,28.9,11.86
978,07/22/16 07:20:36 em,28.9,11.86
979,07/22/16 07:20:37 em,28.9,11.86
980,07/22/16 07:20:38 em,28.9,11.88
981,07/22/16 07:20:39 em,28.9,11.88
982,07/22/16 07:20:40 em,28.9,11.88
983,07/22/16 07:20:41 em,28.9,11.88
984,07/22/16 07:20:42 em,28.9,11.88
985,07/22/16 07:20:43 em,28.9,11.88
986,07/22/16 07:20:44 em,28.9,11.88
987,07/22/16 07:20:45 em,28.8,11.86
988,07/22/16 07:20:46 em,28.9,11.88
989,07/22/16 07:20:47 em,28.9,11.86
990,07/22/16 07:20:48 em,28.9,11.88
991,07/22/16 07:20:49 em,28.9,11.86
992,07/22/16 07:20:50 em,28.9,11.86
993,07/22/16 07:20:51 em,28.9,11.86
994,07/22/16 07:20:52 em,28.9,11.86
995,07/22/16 07:20:53 em,28.9,11.86
996,07/22/16 07:20:54 em,28.9,11.86
997,07/22/16 07:20:55 em,28.9,11.86
998,07/22/16 07:20:56 em,28.9,11.85
999,07/22/16 07:20:57 em,29.0,11.86
1000,07/22/16 07:20:58 em,28.9,11.85
1001,07/22/16 07:20:59 em,28.8,11.85
1002,07/22/16 07:21:00 em,28.9,11.85
1003,07/22/16 07:21:01 em,28.9,11.85
1004,07/22/16 07:21:02 em,28.8,11.85
1005,07/22/16 07:21:03 em,28.8,11.85
1006,07/22/16 07:21:04 em,28.9,11.85
1007,07/22/16 07:21:05 em,28.9,11.85
1008,07/22/16 07:21:06 em,28.9,11.85
1009,07/22/16 07:21:07 em,28.9,11.85
1010,07/22/16 07:21:08 em,28.9,11.85
1011,07/22/16 07:21:09 em,28.9,11.86
1012,07/22/16 07:21:10 em,28.8,11.85
1013,07/22/16 07:21:11 em,28.9,11.85
1014,07/22/16 07:21:12 em,28.9,11.85
1015,07/22/16 07:21:13 em,28.9,11.85
1016,07/22/16 07:21:14 em,28.9,11.85
1017,07/22/16 07:21:15 em,28.9,11.85
1018,07/22/16 07:21:16 em,28.9,11.85
1019,07/22/16 07:21:17 em,28.9,11.85
1020,07/22/16 07:21:18 em,28.9,11.86
1021,07/22/16 07:21:19 em,28.9,11.85
1022,07/22/16 07:21:20 em,28.9,11.85
1023,07/22/16 07:21:21 em,28.9,11.85
1024,07/22/16 07:21:22 em,28.9,11.86
1025,07/22/16 07:21:23 em,28.9,11.86
1026,07/22/16 07:21:24 em,28.9,11.86
1027,07/22/16 07:21:25 em,28.9,11.86
1028,07/22/16 07:21:26 em,28.9,11.86
1029,07/22/16 07:21:27 em,28.9,11.86
1030,07/22/16 07:21:28 em,28.8,11.86
1031,07/22/16 07:21:29 em,28.9,11.86
1032,07/22/16 07:21:30 em,28.8,11.86
1033,07/22/16 07:21:31 em,28.8,11.86
1034,07/22/16 07:21:32 em,28.8,11.86
1035,07/22/16 07:21:33 em,28.9,11.85
1036,07/22/16 07:21:34 em,28.9,11.86
1037,07/22/16 07:21:35 em,28.9,11.86
1038,07/22/16 07:21:36 em,28.9,11.86
1039,07/22/16 07:21:37 em,28.9,11.85
1040,07/22/16 07:21:38 em,28.9,11.85
1041,07/22/16 07:21:39 em,28.9,11.86
1042,07/22/16 07:21:40 em,28.9,11.86
1043,07/22/16 07:21:41 em,28.9,11.86
1044,07/22/16 07:21:42 em,28.9,11.86
1045,07/22/16 07:21:43 em,29.0,11.86
1046,07/22/16 07:21:44 em,28.9,11.86
1047,07/22/16 07:21:45 em,28.9,11.86
1048,07/22/16 07:21:46 em,28.8,11.86
1049,07/22/16 07:21:47 em,28.8,11.86
1050,07/22/16 07:21:48 em,28.9,11.85
1051,07/22/16 07:21:49 em,28.9,11.85
1052,07/22/16 07:21:50 em,28.9,11.85
1053,07/22/16 07:21:51 em,28.9,11.85
1054,07/22/16 07:21:52 em,28.9,11.85
1055,07/22/16 07:21:53 em,28.9,11.85
1056,07/22/16 07:21:54 em,28.9,11.85
1057,07/22/16 07:21:55 em,28.8,11.85
1058,07/22/16 07:21:56 em,28.9,11.85
1059,07/22/16 07:21:57 em,28.9,11.84
1060,07/22/16 07:21:58 em,28.9,11.84
1061,07/22/16 07:21:59 em,28.9,11.85
1062,07/22/16 07:22:00 em,28.9,11.84
1063,07/22/16 07:22:01 em,28.9,11.84
1064,07/22/16 07:22:02 em,28.9,11.84
1065,07/22/16 07:22:03 em,28.9,11.84
1066,07/22/16 07:22:04 em,28.9,11.84
1067,07/22/16 07:22:05 em,28.9,11.84
1068,07/22/16 07:22:06 em,28.9,11.84
1069,07/22/16 07:22:07 em,28.9,11.84
1070,07/22/16 07:22:08 em,28.8,11.84
1071,07/22/16 07:22:09 em,28.9,11.84
1072,07/22/16 07:22:10 em,28.9,11.84
1073,07/22/16 07:22:11 em,28.8,11.83
1074,07/22/16 07:22:12 em,28.9,11.84
1075,07/22/16 07:22:13 em,28.9,11.84
1076,07/22/16 07:22:14 em,28.8,11.84
1077,07/22/16 07:22:15 em,28.9,11.83
1078,07/22/16 07:22:16 em,28.9,11.84
1079,07/22/16 07:22:17 em,28.9,11.83
1080,07/22/16 07:22:18 em,28.9,11.84
1081,07/22/16 07:22:19 em,28.9,11.84
1082,07/22/16 07:22:20 em,28.9,11.84
1083,07/22/16 07:22:21 em,28.9,11.83
1084,07/22/16 07:22:22 em,28.9,11.84
1085,07/22/16 07:22:23 em,28.9,11.83
1086,07/22/16 07:22:24 em,28.8,11.83
1087,07/22/16 07:22:25 em,28.8,11.83
1088,07/22/16 07:22:26 em,28.8,11.84
1089,07/22/16 07:22:27 em,28.8,11.83
1090,07/22/16 07:22:28 em,28.8,11.83
1091,07/22/16 07:22:29 em,28.9,11.83
1092,07/22/16 07:22:30 em,28.9,11.83
1093,07/22/16 07:22:31 em,28.8,11.83
1094,07/22/16 07:22:32 em,28.9,11.83
1095,07/22/16 07:22:33 em,28.9,11.83
1096,07/22/16 07:22:34 em,28.8,11.83
1097,07/22/16 07:22:35 em,28.9,11.81
1098,07/22/16 07:22:36 em,28.9,11.81
1099,07/22/16 07:22:37 em,28.8,11.81
1100,07/22/16 07:22:38 em,28.8,11.81
1101,07/22/16 07:22:39 em,28.8,11.81
1102,07/22/16 07:22:40 em,28.8,11.80
1103,07/22/16 07:22:41 em,28.8,11.79
1104,07/22/16 07:22:42 em,28.8,11.79
1105,07/22/16 07:22:43 em,28.9,11.79
1106,07/22/16 07:22:44 em,28.8,11.79
1107,07/22/16 07:22:45 em,28.8,11.79
1108,07/22/16 07:22:46 em,28.8,11.79
1109,07/22/16 07:22:47 em,28.8,11.79
1110,07/22/16 07:22:48 em,28.8,11.77
1111,07/22/16 07:22:49 em,28.8,11.77
1112,07/22/16 07:22:50 em,28.8,11.77
1113,07/22/16 07:22:51 em,28.8,11.76
1114,07/22/16 07:22:52 em,28.8,11.76
1115,07/22/16 07:22:53 em,28.8,11.76
1116,07/22/16 07:22:54 em,28.8,11.76
1117,07/22/16 07:22:55 em,28.8,11.76
1118,07/22/16 07:22:56 em,28.8,11.76
1119,07/22/16 07:22:57 em,28.8,11.75
1120,07/22/16 07:22:58 em,28.8,11.75
1121,07/22/16 07:22:59 em,28.8,11.75
1122,07/22/16 07:23:00 em,28.8,11.75
1123,07/22/16 07:23:01 em,28.8,11.75
1124,07/22/16 07:23:02 em,28.8,11.73
1125,07/22/16 07:23:03 em,28.8,11.73
1126,07/22/16 07:23:04 em,28.8,11.73
1127,07/22/16 07:23:05 em,28.8,11.73
1128,07/22/16 07:23:06 em,28.8,11.75
1129,07/22/16 07:23:07 em,28.8,11.73
1130,07/22/16 07:23:08 em,28.8,11.73
1131,07/22/16 07:23:09 em,28.8,11.72
1132,07/22/16 07:23:10 em,28.8,11.73
1133,07/22/16 07:23:11 em,28.8,11.73
1134,07/22/16 07:23:12 em,28.8,11.72
1135,07/22/16 07:23:13 em,28.7,11.72
1136,07/22/16 07:23:14 em,28.8,11.72
1137,07/22/16 07:23:15 em,28.8,11.72
1138,07/22/16 07:23:16 em,28.8,11.72
1139,07/22/16 07:23:17 em,28.8,11.72
